Client ID,Client Name,MID
10000105,"Acumen Physician Solutions, LLC (Acumen)",1239220055024815
10000105,"Acumen Physician Solutions, LLC (Acumen)",83996
10000105,"Acumen Physician Solutions, LLC (Acumen)",83995
10000105,"Acumen Physician Solutions, LLC (Acumen)",83993
10000105,"Acumen Physician Solutions, LLC (Acumen)",83992
10000105,"Acumen Physician Solutions, LLC (Acumen)",83991
10000105,"Acumen Physician Solutions, LLC (Acumen)",83989
10000105,"Acumen Physician Solutions, LLC (Acumen)",83994
10000105,"Acumen Physician Solutions, LLC (Acumen)",83990
10000105,"Acumen Physician Solutions, LLC (Acumen)",835004
10000105,"Acumen Physician Solutions, LLC (Acumen)",835003
10000105,"Acumen Physician Solutions, LLC (Acumen)",835044
10000105,"Acumen Physician Solutions, LLC (Acumen)",1239220055028634
10000105,"Acumen Physician Solutions, LLC (Acumen)",1239220055024526
10000105,"Acumen Physician Solutions, LLC (Acumen)",83632
10000108,Acupuncture Naturopath,1239220055028576
10000108,Acupuncture Naturopath,1239220055028584
10000114,Adcare Plus,1239220055001698
10000125,"Advance Wellness and Education Center, LLC",1239220055036728
10000126,Advanced Bio-Identical Hormone Therapy,1239220055034277
10000127,Advanced Body Care,1239220055017256
10000130,Advanced Dermatology,1239220055003439
10000130,Advanced Dermatology,1239220055001359
10000131,Advanced Lab Solutions,1239220055039052
10000136,Advanced Physical Therapy Center,1239220055006564
10000136,Advanced Physical Therapy Center,83524
10000138,Advanced Sports Therapy LLC,1239220055034319
10000138,Advanced Sports Therapy LLC,1239220055034301
10000144,Advent Health System,835132
10000150,Adventist Health Delano,1239220055034632
10000159,Adventure Dental,1239220055001615
10000160,Adventures In Pediatrics,1239220055013412
10000170,Aegis Sciences Corporation,237682
10000170,Aegis Sciences Corporation,236547
10000170,Aegis Sciences Corporation,246068
10000170,Aegis Sciences Corporation,276084
10000170,Aegis Sciences Corporation,235528
10000170,Aegis Sciences Corporation,235531
10000176,"Ahmad S. Barakzoy, MD, LLC",1239220055016787
10000177,AHMC Health,378906
10000177,AHMC Health,375626
10000177,AHMC Health,377103
10000177,AHMC Health,377102
10000177,AHMC Health,370814
10000178,Ahn Medical Group,1239220055033261
10000179,"AHWI Psychology Group, PC",1239220055018692
10000180,AIDS Healthcare Foundation (AHF),1239220055020144
10000180,AIDS Healthcare Foundation (AHF),1239220055020151
10000180,AIDS Healthcare Foundation (AHF),1239220055019914
10000180,AIDS Healthcare Foundation (AHF),1239220055018791
10000180,AIDS Healthcare Foundation (AHF),1239220055029632
10000180,AIDS Healthcare Foundation (AHF),1239220055018619
10000180,AIDS Healthcare Foundation (AHF),1239220055018833
10000180,AIDS Healthcare Foundation (AHF),1239220055020169
10000180,AIDS Healthcare Foundation (AHF),1239220055031489
10000180,AIDS Healthcare Foundation (AHF),1239220055019922
10000180,AIDS Healthcare Foundation (AHF),1239220055020177
10000180,AIDS Healthcare Foundation (AHF),1239220055018668
10000180,AIDS Healthcare Foundation (AHF),1239220055019286
10000180,AIDS Healthcare Foundation (AHF),1239220055019278
10000180,AIDS Healthcare Foundation (AHF),1239220055019252
10000180,AIDS Healthcare Foundation (AHF),1239220055033949
10000180,AIDS Healthcare Foundation (AHF),1239220055019260
10000180,AIDS Healthcare Foundation (AHF),1239220055019930
10000180,AIDS Healthcare Foundation (AHF),1239220055019229
10000180,AIDS Healthcare Foundation (AHF),1239220055018643
10000180,AIDS Healthcare Foundation (AHF),1239220055020185
10000180,AIDS Healthcare Foundation (AHF),1239220055020193
10000180,AIDS Healthcare Foundation (AHF),1239220055020201
10000180,AIDS Healthcare Foundation (AHF),1239220055019906
10000180,AIDS Healthcare Foundation (AHF),1239220055019948
10000180,AIDS Healthcare Foundation (AHF),1239220055019237
10000180,AIDS Healthcare Foundation (AHF),1239220055020219
10000180,AIDS Healthcare Foundation (AHF),1239220055019955
10000180,AIDS Healthcare Foundation (AHF),1239220055019203
10000180,AIDS Healthcare Foundation (AHF),1239220055019211
10000180,AIDS Healthcare Foundation (AHF),1239220055018676
10000180,AIDS Healthcare Foundation (AHF),1239220055019195
10000180,AIDS Healthcare Foundation (AHF),1239220055019963
10000180,AIDS Healthcare Foundation (AHF),1239220055018783
10000180,AIDS Healthcare Foundation (AHF),1239220055020227
10000180,AIDS Healthcare Foundation (AHF),1239220055019971
10000180,AIDS Healthcare Foundation (AHF),1239220055019989
10000180,AIDS Healthcare Foundation (AHF),1239220055020235
10000180,AIDS Healthcare Foundation (AHF),1239220055018809
10000180,AIDS Healthcare Foundation (AHF),1239220055018601
10000180,AIDS Healthcare Foundation (AHF),1239220055018825
10000180,AIDS Healthcare Foundation (AHF),1239220055020243
10000180,AIDS Healthcare Foundation (AHF),1239220055019997
10000180,AIDS Healthcare Foundation (AHF),1239220055020250
10000180,AIDS Healthcare Foundation (AHF),1239220055020003
10000180,AIDS Healthcare Foundation (AHF),1239220055020011
10000180,AIDS Healthcare Foundation (AHF),1239220055020029
10000180,AIDS Healthcare Foundation (AHF),1239220055020037
10000180,AIDS Healthcare Foundation (AHF),1239220055018593
10000180,AIDS Healthcare Foundation (AHF),1239220055018817
10000180,AIDS Healthcare Foundation (AHF),1239220055020268
10000180,AIDS Healthcare Foundation (AHF),1239220055024674
10000180,AIDS Healthcare Foundation (AHF),1239220055019898
10000180,AIDS Healthcare Foundation (AHF),1239220055020276
10000180,AIDS Healthcare Foundation (AHF),1239220055023080
10000180,AIDS Healthcare Foundation (AHF),1239220055020284
10000180,AIDS Healthcare Foundation (AHF),1239220055020045
10000180,AIDS Healthcare Foundation (AHF),1239220055018635
10000180,AIDS Healthcare Foundation (AHF),1239220055020052
10000180,AIDS Healthcare Foundation (AHF),1239220055020292
10000180,AIDS Healthcare Foundation (AHF),1239220055020300
10000180,AIDS Healthcare Foundation (AHF),1239220055019245
10000180,AIDS Healthcare Foundation (AHF),1239220055018627
10000180,AIDS Healthcare Foundation (AHF),1239220055020318
10000180,AIDS Healthcare Foundation (AHF),1239220055020326
10000180,AIDS Healthcare Foundation (AHF),1239220055018775
10000180,AIDS Healthcare Foundation (AHF),1239220055018585
10000180,AIDS Healthcare Foundation (AHF),1239220055018650
10000184,"Aimee Rusk, MD",1239220055032560
10000185,"Aimee Wagonblast, MN, ARNP",1239220055017348
10000190,"Airlink Homecare, LLC",1239220055002613
10000194,Alamogordo / White Sands KOA,306671
10000195,Alamosa KOA,346422
10000198,Albany / Corvallis KOA,306906
10000201,Albert Lea / Austin KOA,307827
10000204,Albuquerque North / Bernalillo KOA,306670
10000207,"Alegre Counseling & Consulting Services, LLC",1239220055018403
10000208,Alem Integrated Health,1239220055031471
10000211,"Alignment Physical Therapy, LLC",1239220055017330
10000211,"Alignment Physical Therapy, LLC",1239220055017314
10000211,"Alignment Physical Therapy, LLC",1239220055017322
10000213,All American Medical Equipment,1239220055010285
10000214,All American Medical Supply,1239220055002415
10000216,All Care Medical Group,1239220055028550
10000220,"All Payer Exchange, LLC",1239220055001102
10008048,All Smiles Dentistry,1239220055007208
10008048,All Smiles Dentistry,1239220055007240
10008048,All Smiles Dentistry,1239220055007224
10008048,All Smiles Dentistry,1239220055007216
10008048,All Smiles Dentistry,1239220055007232
10000228,All Women?s Health,1239220055031240
10000229,All Women?s Health,1239220055014568
10000233,Allegheny Health Network,303098
10000240,Allendale / West Grand Rapids KOA,307776
10000241,Allentown KOA,300684
10000244,"Allergy, Asthma, & Sinus of NOVA",1239220055031901
10000246,Alliance Chiropractic Health Center,1239220055040027
10000259,Allied Pain Management,1239220055027602
10000260,Allied Psychiatry & Mental Health,1239220055029657
10000262,Alligator Dental,1239220055009832
10000262,Alligator Dental,1239220055009840
10000263,Allstar Medical Equipment,1239220055003876
10000268,Alta Hospital System – Prospect Medical,100012
10000268,Alta Hospital System – Prospect Medical,355841
10000268,Alta Hospital System – Prospect Medical,355835
10000268,Alta Hospital System – Prospect Medical,355837
10000268,Alta Hospital System – Prospect Medical,355471
10000268,Alta Hospital System – Prospect Medical,355838
10000268,Alta Hospital System – Prospect Medical,355840
10000269,AltaMed Health Services Corporation,1239220055036611
10000269,AltaMed Health Services Corporation,1239220055003082
10000269,AltaMed Health Services Corporation,835085
10000269,AltaMed Health Services Corporation,1239220055003157
10000271,"Alternative Care Providers, Inc.",1239220055002423
10000275,Altogether You Med Spa,1239220055030333
10000281,"Amanda L. Price, Ph.D., PLLC",1239220055024179
10000282,Amarillo KOA Journey,329166
10000283,"AmberGER, LLC",1239220055033980
10000284,Ambient Chiropractic & Wellness,1239220055030556
10000295,American House Wildwood,1239220055014626
10000306,American Medical Response (AMR),284524
10000306,American Medical Response (AMR),215025
10000306,American Medical Response (AMR),215019
10000306,American Medical Response (AMR),215023
10000306,American Medical Response (AMR),215021
10000306,American Medical Response (AMR),215026
10000306,American Medical Response (AMR),215029
10000306,American Medical Response (AMR),215022
10000306,American Medical Response (AMR),215030
10000306,American Medical Response (AMR),215024
10000306,American Medical Response (AMR),83578
10000306,American Medical Response (AMR),215027
10000306,American Medical Response (AMR),335548
10000313,Amherst County Landfill,1239220055037205
10000320,"Amy Hill Physical Therapy & Pilates, PC",1239220055025143
10000322,Anchor Towing,1239220055004155
10000324,Andersen Physical Therapy,1239220055007141
10000325,Anderson / Lake Hartwell KOA,306678
10000326,Anderson / Muncie KOA,324785
10000330,Andover / Pymatuning Lake KOA,324371
10000332,"Andrea Nola, PA",1239220055031232
10000336,"Andrew T. Haber, MD, LLC",1239220055023767
10008049,Anew Era TMS,1239220055019351
10008049,Anew Era TMS,1239220055026844
10008049,Anew Era TMS,1239220055026810
10008049,Anew Era TMS,1239220055018445
10008049,Anew Era TMS,1239220055027958
10008049,Anew Era TMS,1239220055032958
10008049,Anew Era TMS,1239220055039029
10008049,Anew Era TMS,1239220055029020
10008049,Anew Era TMS,1239220055033048
10000350,Angels of Hope Counseling Services,1239220055027917
10000357,"Anmar Mansour, MD",1239220055014600
10000363,Antelope Valley Hospital,1239220055004593
10000363,Antelope Valley Hospital,7641110042405923
10000368,Anything Medical,1239220055003207
10000369,Apex Medical Center,1239220055029624
10000448,ApexNetwork Physical Therapy,1239220055036199
10000448,ApexNetwork Physical Therapy,1239220055002258
10000448,ApexNetwork Physical Therapy,1239220055005004
10000448,ApexNetwork Physical Therapy,1239220055002241
10000448,ApexNetwork Physical Therapy,1239220055002381
10000448,ApexNetwork Physical Therapy,1239220055002274
10000448,ApexNetwork Physical Therapy,1239220055024229
10000448,ApexNetwork Physical Therapy,1239220055003611
10000448,ApexNetwork Physical Therapy,1239220055003314
10000448,ApexNetwork Physical Therapy,1239220055005822
10000448,ApexNetwork Physical Therapy,1239220055022900
10000448,ApexNetwork Physical Therapy,1239220055002357
10000448,ApexNetwork Physical Therapy,1239220055004411
10000448,ApexNetwork Physical Therapy,1239220055019377
10000448,ApexNetwork Physical Therapy,1239220055023122
10000448,ApexNetwork Physical Therapy,1239220055002845
10000448,ApexNetwork Physical Therapy,1239220055002639
10000448,ApexNetwork Physical Therapy,1239220055002399
10000448,ApexNetwork Physical Therapy,1239220055002365
10000448,ApexNetwork Physical Therapy,1239220055002829
10000448,ApexNetwork Physical Therapy,1239220055002852
10000448,ApexNetwork Physical Therapy,1239220055032586
10000448,ApexNetwork Physical Therapy,1239220055003686
10000448,ApexNetwork Physical Therapy,1239220055010483
10000448,ApexNetwork Physical Therapy,1239220055003603
10000448,ApexNetwork Physical Therapy,7641110042408034
10000448,ApexNetwork Physical Therapy,1239220055002316
10000448,ApexNetwork Physical Therapy,1239220055016191
10000448,ApexNetwork Physical Therapy,1239220055004353
10000448,ApexNetwork Physical Therapy,1239220055004114
10000448,ApexNetwork Physical Therapy,1239220055002308
10000448,ApexNetwork Physical Therapy,1239220055006721
10000448,ApexNetwork Physical Therapy,1239220055002340
10000448,ApexNetwork Physical Therapy,1239220055002787
10000448,ApexNetwork Physical Therapy,1239220055002266
10000448,ApexNetwork Physical Therapy,1239220055002290
10000448,ApexNetwork Physical Therapy,1239220055002282
10000448,ApexNetwork Physical Therapy,1239220055013933
10000448,ApexNetwork Physical Therapy,1239220055002019
10000448,ApexNetwork Physical Therapy,1239220055034079
10000448,ApexNetwork Physical Therapy,1239220055010475
10000448,ApexNetwork Physical Therapy,1239220055003587
10000448,ApexNetwork Physical Therapy,1239220055004197
10000448,ApexNetwork Physical Therapy,1239220055002217
10000448,ApexNetwork Physical Therapy,1239220055018577
10000448,ApexNetwork Physical Therapy,1239220055030648
10000448,ApexNetwork Physical Therapy,1239220055004205
10000448,ApexNetwork Physical Therapy,1239220055002332
10000448,ApexNetwork Physical Therapy,1239220055027123
10000448,ApexNetwork Physical Therapy,1239220055010053
10000448,ApexNetwork Physical Therapy,1239220055004346
10000448,ApexNetwork Physical Therapy,1239220055017488
10000448,ApexNetwork Physical Therapy,1239220055039433
10000448,ApexNetwork Physical Therapy,1239220055003322
10000448,ApexNetwork Physical Therapy,1239220055003306
10000448,ApexNetwork Physical Therapy,1239220055021597
10000448,ApexNetwork Physical Therapy,1239220055022918
10000448,ApexNetwork Physical Therapy,1239220055003041
10000448,ApexNetwork Physical Therapy,1239220055039425
10000448,ApexNetwork Physical Therapy,1239220055032594
10000448,ApexNetwork Physical Therapy,1239220055002480
10000448,ApexNetwork Physical Therapy,1239220055002373
10000448,ApexNetwork Physical Therapy,1239220055013842
10000448,ApexNetwork Physical Therapy,1239220055002233
10000448,ApexNetwork Physical Therapy,1239220055003660
10000448,ApexNetwork Physical Therapy,1239220055003827
10000448,ApexNetwork Physical Therapy,1239220055011010
10000448,ApexNetwork Physical Therapy,1239220055019385
10000448,ApexNetwork Physical Therapy,1239220055005350
10000448,ApexNetwork Physical Therapy,1239220055002225
10000448,ApexNetwork Physical Therapy,1239220055005905
10000448,ApexNetwork Physical Therapy,1239220055002803
10000448,ApexNetwork Physical Therapy,1239220055018197
10000448,ApexNetwork Physical Therapy,1239220055013834
10000448,ApexNetwork Physical Therapy,1239220055021589
10000448,ApexNetwork Physical Therapy,1239220055024393
10000448,ApexNetwork Physical Therapy,1239220055003363
10000448,ApexNetwork Physical Therapy,1239220055002324
10000448,ApexNetwork Physical Therapy,1239220055036710
10000448,ApexNetwork Physical Therapy,1239220055039151
10000448,ApexNetwork Physical Therapy,1239220055033188
10000448,ApexNetwork Physical Therapy,1239220055032271
10000448,ApexNetwork Physical Therapy,1239220055034194
10000448,ApexNetwork Physical Therapy,1239220055032644
10000448,ApexNetwork Physical Therapy,1239220055027982
10000448,ApexNetwork Physical Therapy,1239220055032602
10000448,ApexNetwork Physical Therapy,1239220055002795
10000460,"Apogee Human Services Consultants, LLC",1239220055039524
10000468,Applied Health Chiropractic,1239220055015995
10000469,"April M. Roybal, DC",1239220055030358
10000469,"April M. Roybal, DC",1239220055032248
10000470,A-P-T Suites & Residences,1239220055024377
10000470,A-P-T Suites & Residences,1239220055030259
10000470,A-P-T Suites & Residences,1239220055034400
10000475,ARcare,1239220055017066
10000475,ARcare,1239220055012430
10000475,ARcare,1239220055010491
10000475,ARcare,1239220055010509
10000475,ARcare,1239220055010517
10000475,ARcare,1239220055010962
10000475,ARcare,1239220055010533
10000475,ARcare,1239220055010541
10000475,ARcare,1239220055010558
10000475,ARcare,1239220055028170
10000475,ARcare,1239220055039003
10000475,ARcare,1239220055010970
10000475,ARcare,1239220055010574
10000475,ARcare,1239220055010582
10000475,ARcare,1239220055010590
10000475,ARcare,1239220055010608
10000475,ARcare,1239220055010616
10000475,ARcare,1239220055010624
10000475,ARcare,1239220055010632
10000475,ARcare,1239220055010640
10000475,ARcare,1239220055010657
10000475,ARcare,1239220055010665
10000475,ARcare,1239220055010673
10000475,ARcare,1239220055010681
10000475,ARcare,1239220055010699
10000475,ARcare,1239220055022413
10000475,ARcare,1239220055010707
10000475,ARcare,1239220055010715
10000475,ARcare,1239220055010723
10000475,ARcare,1239220055010731
10000475,ARcare,1239220055010749
10000475,ARcare,1239220055010756
10000475,ARcare,1239220055010764
10000475,ARcare,1239220055032388
10000475,ARcare,1239220055010772
10000475,ARcare,1239220055010780
10000475,ARcare,1239220055017058
10000475,ARcare,1239220055010798
10000475,ARcare,1239220055010806
10000475,ARcare,1239220055028188
10000475,ARcare,1239220055010814
10000475,ARcare,1239220055034350
10000475,ARcare,1239220055010822
10000475,ARcare,1239220055010830
10000475,ARcare,1239220055032404
10000475,ARcare,1239220055010848
10000475,ARcare,1239220055034731
10000475,ARcare,1239220055010855
10000475,ARcare,1239220055013263
10000475,ARcare,1239220055029996
10000475,ARcare,1239220055032412
10000475,ARcare,1239220055010863
10000475,ARcare,1239220055034376
10000475,ARcare,1239220055010871
10000475,ARcare,1239220055010889
10000475,ARcare,1239220055010897
10000482,"Areli Medical Devices, LLC",1239220055023163
10000487,Arizona Orthopedic Physical Therapy PLLC,1239220055012935
10000489,Arkansas Cardiology Consultants,1239220055004791
10000491,Arkansas Family Care Network,1239220055014022
10000497,Arlington Dermatology,1239220055018205
10000509,"Arti Pediatrics, Inc.",1239220055021639
10000511,Arvada Estates,1239220055005533
10000515,"Ascend Comprehensive Healthcare, Inc.",1239220055032537
10000516,Ascend Medical,1239220055039912
10000516,Ascend Medical,1239220055039490
10000525,"Ascent Healing Counseling Solutions, LLC",1239220055029368
10000528,Asheville East KOA,304460
10000529,Asheville West KOA,307767
10000530,Ashland / Huntington West KOA,307791
10000534,Asian Acupuncture,1239220055012968
10000535,Aspen Family Counseling,1239220055015458
10000536,Aspen Medical Products,7641110042407550
10000541,"Aspire Mental Health and Wellness, LLC",1239220055016639
10000543,Associated Clinicians of Michigan LLC,1239220055034145
10000545,Associates for Behavioral Healthcare,217336
10000545,Associates for Behavioral Healthcare,313785
10000547,Associates in Dermatology,1239220055016274
10000548,Associates in Intelligent Psychiatry,1239220055030762
10000549,Astoria / Warrenton / Seaside KOA,307814
10000553,Atencio Family Dentistry,1239220055012794
10000555,Athens Concussion and Neuropsychology Center,1239220055034681
10000557,Athens Internal Medicine Associates (AIMA),236925
10000573,Augusta / Gardiner KOA,306680
10000573,Augusta / Gardiner KOA,1000306680
10000582,Austin East KOA,313387
10000583,Austin Pain Associates,1239220055003991
10000583,Austin Pain Associates,1239220055005319
10000583,Austin Pain Associates,1239220055005293
10000583,Austin Pain Associates,1239220055005285
10000583,Austin Pain Associates,1239220055005277
10000583,Austin Pain Associates,1239220055005269
10000583,Austin Pain Associates,1239220055005301
10000583,Austin Pain Associates,1239220055013651
10000585,Austin Retina Associates,364359
10000590,Avanté Surgical,1239220055021571
10000590,Avanté Surgical,1239220055021555
10000592,Avensole Winery,1239220055003421
10000595,AVEX,1239220055010905
10000596,Avila / Pismo Beach KOA,363681
10000597,"Aviva Alyeshmerni, MD",1239220055021407
10000606,Azari Vineyards,1239220055004387
10000607,Aziz Malik Billing Company,1239220055038732
10000607,Aziz Malik Billing Company,1239220055022827
10000611,Back in Balance Health Center,1239220055038971
10000612,"Back N Bodyworks Chiropractic, LLC",1239220055024195
10000616,Badlands / White River KOA,322903
10000617,Baileyton KOA,320148
10000618,"Bair Bones Osteopathic Family Medicine, Inc.",1239220055027685
10000624,"Balance Chiropractic & Wellness Center, LLC",1239220055012711
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019591
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019583
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019567
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019559
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019542
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019427
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019518
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019526
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019534
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019435
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019500
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019492
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019484
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019476
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019419
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019468
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019450
10000628,"Balboa United & Balboa Nephrology Medical Group, Inc.",1239220055019443
10000630,Ballard Neighborhood Doctors,1239220055033303
10000632,Bandon / Port Orford KOA,300683
10000633,Bangor / Holden KOA,304158
10000637,"Banuelos Family Medicine, LLC",1239220055018239
10000647,Baptist Memorial Health Care (Medical Alternatives),1239220055001862
10000651,Bardstown Dermatology,1239220055010368
10000653,Bariatric Eating Disorders Solutions,1239220055030325
10000654,Barlow Medical #112,1239220055010525
10000655,"Barnes Physical Therapy, PLLC",1239220055023114
10000659,Barstow / Calico KOA,364973
10000660,Bartell Chiropractic Center,1239220055014428
10000665,Bastrop / SE Austin / Colorado River KOA,307769
10000674,Bay Center / Willapa Bay KOA,305947
10000677,Bay Wellness Center,1239220055022934
10000678,BayCare Clinic,1239220055010939
10000678,BayCare Clinic,83642
10000681,Baylor Scott & White Health,296214
10000683,Bayshore Health & Wellness,1239220055033600
10000693,Baystate Noble Hospital,187528
10000701,"Bear Creek Family Dentistry, PA",1239220055028089
10000701,"Bear Creek Family Dentistry, PA",1239220055028006
10000701,"Bear Creek Family Dentistry, PA",1239220055039730
10000701,"Bear Creek Family Dentistry, PA",1239220055028097
10000701,"Bear Creek Family Dentistry, PA",1239220055028063
10000701,"Bear Creek Family Dentistry, PA",1239220055028055
10000701,"Bear Creek Family Dentistry, PA",1239220055028071
10000701,"Bear Creek Family Dentistry, PA",1239220055027990
10000701,"Bear Creek Family Dentistry, PA",1239220055028030
10000701,"Bear Creek Family Dentistry, PA",1239220055028105
10000701,"Bear Creek Family Dentistry, PA",1239220055028022
10000701,"Bear Creek Family Dentistry, PA",1239220055028048
10000702,Bear Lake / Marina Side KOA,306709
10000703,Bear Lake / Trail Side KOA,308190
10000704,"Beau Rogers Chiropractic, PLLC",1239220055029384
10000705,Beaufort Memorial Hospital,363000
10000705,Beaufort Memorial Hospital,190400
10000708,Beaver KOA,305954
10000709,Beckman Family Medical,1239220055034699
10000713,Beebe Physical Therapy,1239220055003546
10000713,Beebe Physical Therapy,7641110042407427
10000715,Behavioral Medicine and Counseling Services,1239220055014170
10000715,Behavioral Medicine and Counseling Services,1239220055014188
10000717,BELIEF Eclectic Learning,1239220055026539
10000719,Bellefonte / State College KOA,326520
10000720,"Bellevue Behavioral Solutions, Inc.",1239220055013990
10000723,"Belmont Psychiatric Services, LLC",1239220055029236
10000725,Belvidere East / Exit 170 KOA,307760
10000726,Bemidji KOA,324134
10000726,Bemidji KOA,306741
10000733,Benson KOA,352104
10000735,Benton KOA,306658
10000738,Beretta Management Services,1239220055038765
10000739,Bergman Medical,1239220055031836
10000742,Bernens Medical and Pharmacy,1239220055002449
10000743,"Best Care Pediatrics (Anita Sabeti, M.D.)",1239220055028808
10000747,Bethel Medical Clinic,1239220055011796
10000752,Beyond the Crux Counseling,1239220055018569
10000754,"Big Island Foot Care, Inc.",1239220055033006
10000755,Big Lake Psychological Services,1239220055030085
10000756,Big Timber / Greycliff KOA,307810
10000760,Billings Clinic,295514
10000762,Billings KOA Campground,345389
10000763,"Bio-Behavioral Medical Clinics, Inc.",14110
10000764,BioMatrix Orthopedics,1239220055005061
10000765,Bio-Restore Family Healthcare,1239220055028956
10000766,"Birmingham Gastroenterology Associates, PC",1239220055034582
10000767,Bismarck KOA,304462
10000768,Bittner Dentistry for Kids,1239220055001763
10000768,Bittner Dentistry for Kids,1239220055019336
10000768,Bittner Dentistry for Kids,36531
10000773,Blackhawk Chiropractic,1239220055040050
10000774,"Blackstone Valley Physical Therapy Services, Inc.",1239220055034293
10000775,Blair Chiropractic Clinic,1239220055022587
10000776,Blake D. Osborne,1239220055015979
10000782,Blessing HealthCare,240433
10000782,Blessing HealthCare,320538
10000782,Blessing HealthCare,249247
10000782,Blessing HealthCare,249252
10000782,Blessing HealthCare,249254
10000782,Blessing HealthCare,316396
10000782,Blessing HealthCare,36587
10000782,Blessing HealthCare,36592
10000782,Blessing HealthCare,36586
10000782,Blessing HealthCare,83711
10000782,Blessing HealthCare,835131
10000782,Blessing HealthCare,36585
10000782,Blessing HealthCare,83643
10000785,Blitz Medical Billing,1239220055039722
10000786,Bloom Functional Medicine,1239220055016464
10000787,Bloomington Neuro and Rehab,1239220055014402
10000789,Blount Memorial Hospital,294822
10000790,"Blount Memorial Hospital, Inc.",240907
10000790,"Blount Memorial Hospital, Inc.",36565
10000792,Blue Dolphin Charters,316618
10000793,Blue Gray Towing & Recovery,1239220055003637
